Timestamp,Air_Temp,Relative_Humidity,Solar_Radiation,RTD,Array_Voltage,Array_Current,Power_Generated
50:00.0,14.162262,107.7293,0.199348,22.47663787,2.034517,5.402829,10.99215
55:00.0,14.131588,107.58316,0.30201,22.42075778,2.058199,5.403015,11.12048
00:00.0,14.10357,107.72486,0.503792,22.35761618,2.064394,5.402744,11.153392
05:00.0,14.076886,107.87544,0.454231,22.29512305,2.063356,5.402564,11.147414
10:00.0,14.054212,108.24194,0.606453,22.28442493,2.029329,5.402472,10.963396
15:00.0,14.047922,108.19518,0.025002,22.25627883,2.059448,5.403891,11.129034
20:00.0,14.045268,108.49438,0.024559,22.21964893,2.085236,5.403891,11.268386
25:00.0,14.02792,108.78286,0.176781,22.1636616,2.122284,5.403711,11.468208
30:00.0,13.98125,108.77838,0.176781,22.13931078,2.120239,5.40344,11.456586
35:00.0,13.96387,109.22838,0.228111,22.1203746,2.134674,5.403531,11.534778
40:00.0,13.921192,109.66442,0.327232,22.08859236,2.173767,5.403531,11.746018
45:00.0,13.865126,109.95626,0.327232,22.09052565,2.165558,5.403531,11.70166
50:00.0,13.78769,110.27212,0.378563,22.11970245,2.186157,5.40362,11.813162
55:00.0,13.780978,110.69082,0.529015,22.14602905,2.23349,5.403531,12.068732
00:00.0,13.758306,110.83478,0.681236,22.2159049,2.220123,5.403171,11.995706
05:00.0,13.74762,111.17272,0.730797,22.24350427,2.194367,5.402719,11.855546
10:00.0,13.764984,111.41266,0.730797,22.20724025,2.160401,5.40308,11.672816
15:00.0,13.754332,111.55622,0.883019,22.17469243,2.140839,5.403171,11.567318
20:00.0,13.756954,111.55768,0.932579,22.10686108,2.151123,5.402628,11.621716
25:00.0,13.710206,111.71598,0.783897,22.07556426,2.152161,5.402991,11.628104
30:00.0,13.715564,111.86084,0.932579,22.02923437,2.165558,5.4029,11.700292
35:00.0,13.688852,112.00864,0.98568,21.99994711,2.170685,5.40308,11.728384
40:00.0,13.644762,112.00864,0.98568,21.96664113,2.165558,5.402811,11.7001
45:00.0,13.624744,112.15782,0.98568,21.93923394,2.161438,5.402448,11.677056
50:00.0,13.61541,112.3084,0.98568,21.92665498,2.163483,5.4029,11.68908
55:00.0,13.598,112.56362,0.932579,21.90849231,2.175873,5.402719,11.75563
00:00.0,13.593992,112.6462,1.084801,21.89113015,2.170685,5.402719,11.7276
05:00.0,13.627724,112.7872,0.051773,21.91541399,2.197044,5.404742,11.874458
10:00.0,13.623702,112.93452,0.002213,21.90952921,2.228966,5.404562,12.046582
15:00.0,13.596958,112.93008,0.051773,21.90133846,2.338097,5.404922,12.63723
20:00.0,13.596958,113.22748,0.150894,21.95042649,2.571526,5.404562,13.897968
25:00.0,13.578274,113.36938,0.002213,21.96657969,3.254662,5.404562,17.59002
30:00.0,13.567574,113.51274,0.050888,21.96866257,5.276116,5.404382,28.514142
35:00.0,13.523452,113.36646,0.150009,21.90138643,12.994866,5.404742,70.233896
40:00.0,13.504738,113.78436,0.101334,21.84239547,36.980828,5.404562,199.86516
45:00.0,13.490096,113.79906,0.253555,21.84416528,50.98876,5.404202,275.55356
50:00.0,13.467328,113.65004,1.161575,21.85433985,51.036828,5.40465,275.83622
55:00.0,13.457978,113.94516,2.223587,21.84624066,51.048608,5.404562,275.89532
00:00.0,13.440618,114.1501,4.345841,21.9660296,51.083976,5.40411,276.06342
05:00.0,13.41384,114.23114,7.374344,22.52842085,51.209952,5.40393,276.73502
10:00.0,12.953546,114.0749,8.685928,22.9617315,51.298272,5.40375,277.20304
15:00.0,12.603184,114.47714,1577.1516,23.26871246,51.279108,5.403478,277.08554
20:00.0,13.27684,114.7038,163.69186,22.80277592,51.354636,5.403659,277.50292
25:00.0,13.436594,114.508,6794.6688,22.5734553,51.639124,5.403839,279.04946
30:00.0,13.42306,114.79642,6786.9656,23.40171796,51.438284,5.403839,277.9642
35:00.0,13.21036,114.9332,6825.9008,23.81150523,51.393732,5.40303,277.68186
40:00.0,13.296806,114.79642,6745.6256,23.39533936,50.27178,5.40393,271.6652
45:00.0,13.316724,114.93906,6363.1924,24.56692655,49.762992,5.403213,268.88006
50:00.0,13.201046,114.83316,6089.004,24.94073457,50.0422,5.403478,270.40192
55:00.0,13.165136,115.43252,5835.878,25.23561205,50.57836,5.403122,273.28104
00:00.0,12.836346,114.4521,5449.528,26.36877571,50.28814,5.40249,271.68116
05:00.0,14.975268,113.9262,5052.2988,26.2780416,50.149248,5.402828,270.94772
10:00.0,15.249816,113.89374,4879.8812,26.98869613,50.464248,5.40292,272.65426
15:00.0,15.1906,112.24304,4686.8912,27.66035257,51.245012,5.40292,276.87266
20:00.0,16.49744,111.06906,4605.0312,27.36411853,50.120452,5.401422,270.72172
25:00.0,16.319406,109.40192,4505.298,28.04128465,50.362672,5.401243,272.021
30:00.0,17.17185,107.07996,4221.6652,28.39622779,50.28856,5.400109,271.56366
35:00.0,16.474912,104.85814,3957.5712,29.53238443,50.349532,5.399385,271.8565
40:00.0,17.10709,103.37012,3763.2756,30.39625308,50.383852,5.397733,271.95856
45:00.0,17.429824,100.69724,3651.8936,31.01638589,50.15976,5.396018,270.66294
50:00.0,17.416388,100.0192,7048.5656,31.46547689,50.158844,5.397187,270.71662
55:00.0,16.20547,96.2672,6633.6832,32.11293022,50.968016,5.394586,274.95136
00:00.0,16.106644,96.338632,6371.1144,31.80697948,50.521332,5.39567,272.5964
05:00.0,18.301428,95.42688,6063.902,32.70184887,49.601912,5.393785,267.54206
10:00.0,18.972924,92.108912,6044.0448,32.78229327,51.0486,5.395049,275.40966
15:00.0,18.400754,93.076048,5791.2536,33.91430397,51.534288,5.395494,278.05294
20:00.0,18.631352,92.622776,5548.3644,34.72498421,51.29796,5.395409,276.77344
25:00.0,19.101922,92.3262,5392.13,35.70067992,51.62062,5.393422,278.4118
30:00.0,19.012136,92.897976,5260.058,36.99474811,51.084184,5.393963,275.54618
35:00.0,19.15413,90.371176,5001.2832,38.82685288,51.0988,5.393874,275.62048
40:00.0,19.317528,88.358088,4915.3468,39.08445387,50.6949,5.394414,273.46926
45:00.0,19.171582,88.645496,4959.3376,39.84580911,50.865524,5.394234,274.38052
50:00.0,20.007232,86.89388,4615.9268,40.95305945,52.888992,5.394774,285.32416
55:00.0,19.773348,85.801688,4538.294,42.62397976,52.024156,5.394142,280.62568
00:00.0,20.753482,82.77436,4290.0308,43.32536371,52.73114,5.393247,284.39206
05:00.0,20.816938,84.53144,4398.1328,43.30335066,54.9028,5.392435,296.05976
10:00.0,22.259618,82.253912,4162.0196,45.384686,57.07718,5.388861,307.581
15:00.0,21.979506,82.396784,3871.1308,47.85280881,58.862792,5.388498,317.18204
20:00.0,22.81005,82.362936,3535.1668,48.89563149,58.318816,5.386392,314.12802
25:00.0,23.084352,82.403496,3842.256,50.86843451,59.885088,5.385586,322.51624
30:00.0,23.7521,84.34084,3764.0304,52.2742282,60.40248,5.385765,325.31356
35:00.0,23.032382,82.537464,3695.8312,52.51339523,60.727388,5.382453,326.86228
40:00.0,22.177782,82.402352,3138.9208,53.69857853,63.742676,5.381372,343.02304
45:00.0,22.716836,80.485352,3089.5686,55.41069291,61.194396,5.381162,329.29694
50:00.0,22.829552,83.75376,3232.2942,56.92642512,61.80078,5.381162,332.56
55:00.0,25.790084,78.141936,2800.7082,57.51384176,64.360376,5.378598,346.16856
00:00.0,27.16711,77.69848,3042.1978,57.40666438,60.440276,5.378431,325.07382
05:00.0,27.622194,78.092168,2773.2884,58.2692142,65.481644,5.377229,352.1098
10:00.0,28.04244,75.755304,3037.5026,58.61183011,63.209428,5.379125,340.0114
15:00.0,25.280364,78.119712,2500.3084,62.41279788,62.77398,5.37561,337.44844
20:00.0,24.37969,77.806144,2976.5748,64.11871599,75.473776,5.372998,405.5204
25:00.0,35.96592,80.910824,2845.1152,59.31685091,77.749128,5.373687,417.79944
30:00.0,35.891656,79.154664,3026.397,59.01875286,76.548384,5.374318,411.3954
35:00.0,36.16572,78.161696,2471.1846,53.21862383,77.26396,5.377114,415.45708
40:00.0,38.279236,77.762184,2410.4338,52.88004843,62.142564,5.383419,334.53942
45:00.0,36.213656,78.092272,3197.2896,61.19779313,79.68764,5.372786,428.14464
50:00.0,36.37682,77.220976,3006.025,64.78110704,76.789656,5.373598,412.63672
55:00.0,36.672956,77.967512,2649.1766,64.79747914,77.99672,5.373598,419.123
00:00.0,22.386786,74.957424,2100.1036,55.60029251,56.225008,5.375843,302.25678
05:00.0,22.945434,78.499808,2630.2722,51.47578753,55.639128,5.377463,299.19736
10:00.0,37.5161,76.325304,2749.3876,62.99427876,76.147312,5.372086,409.06984
15:00.0,38.126648,72.650056,2506.3464,66.56167273,74.854064,5.373169,402.20356
20:00.0,38.766108,70.907768,2452.0386,67.7880108,73.514376,5.37425,395.0846
25:00.0,35.8015,72.065712,2293.4648,67.77072461,72.101768,5.371609,387.30248
30:00.0,37.387064,71.263384,2571.1352,71.74342692,73.850248,5.370273,396.596
35:00.0,37.488224,69.407672,2266.405,71.7577543,74.2728,5.371805,398.97896
40:00.0,37.3094,70.531168,2372.5494,72.43287548,73.930368,5.369487,396.96808
45:00.0,37.042388,67.92384,2482.3472,77.95531484,74.053992,5.369667,397.64528
50:00.0,37.200076,69.258168,2246.761,80.75410004,73.870032,5.369578,396.65092
55:00.0,37.56494,65.450988,2252.149,83.27532451,74.02924,5.37021,397.55256
00:00.0,38.998664,65.715684,2399.728,81.426065,74.50888,5.36923,400.05528
05:00.0,39.1697,68.658656,2333.1966,79.37296634,74.602448,5.369776,400.5984
10:00.0,38.87026,67.468168,2306.4604,79.56186778,74.856568,5.369861,401.96936
15:00.0,38.617636,66.882432,2131.1028,80.14447345,74.881192,5.369776,402.0952
20:00.0,21.37083,69.713208,1524.8894,54.29306788,51.966444,5.377736,279.46182
25:00.0,19.634072,73.818096,1931.893,48.87239382,54.8582,5.374044,294.81036
30:00.0,19.26082,72.488112,1921.3206,46.3069025,57.217544,5.373592,307.46374
35:00.0,18.109566,72.14368,2070.983,49.66618483,58.604784,5.371523,314.7969
40:00.0,17.58975,73.61204,1887.9202,47.56826655,57.694228,5.371163,309.88508
45:00.0,23.681928,71.449896,1897.0104,47.28737171,58.975944,5.375964,317.05256
50:00.0,24.378252,74.367312,1732.0332,44.792317,55.995592,5.379174,301.21
55:00.0,24.93291,75.316288,2032.5826,39.12452057,55.92314,5.380525,300.89588
00:00.0,22.240092,73.559544,1940.1646,38.05978212,54.860884,5.382338,295.27984
05:00.0,22.028292,74.422632,1992.9006,37.37103701,55.136,5.381706,296.72576
10:00.0,22.947656,75.90676,1984.753,37.19276464,56.286424,5.382094,302.93882
15:00.0,21.640774,78.782392,2070.3882,53.07072546,70.5992,5.377953,379.67912
20:00.0,21.08191,76.939336,1781.8528,41.61680471,53.654344,5.384447,288.89896
25:00.0,19.461064,73.944176,2032.8114,44.14762135,57.12526,5.380394,307.35642
30:00.0,19.427718,78.356776,1913.1776,43.47134723,57.269912,5.380123,308.11914
35:00.0,19.39832,76.724936,2007.3904,42.95483001,56.976944,5.379854,306.52762
40:00.0,23.916728,76.112208,1957.7172,42.50503046,57.146788,5.382557,307.59582
45:00.0,23.698522,77.967624,1929.342,42.3325042,57.311064,5.382557,308.48004
50:00.0,23.96551,76.914544,1905.5318,41.23911145,55.869996,5.383725,300.7887
55:00.0,22.30671,80.500968,1916.0484,40.81411899,55.122428,5.386205,296.90072
00:00.0,22.31076,84.435488,1997.763,40.21178599,55.616996,5.385394,299.5194
05:00.0,22.116916,84.872064,2075.221,39.88333788,55.530908,5.385122,299.04072
10:00.0,21.86558,83.425288,1842.5846,39.83033012,55.541872,5.387033,299.20588
15:00.0,21.323264,82.788808,2070.1772,41.08632517,57.982604,5.38469,312.21832
20:00.0,21.49065,82.795016,2024.2044,40.45256633,57.044768,5.384778,307.17344
25:00.0,21.518958,82.915864,2098.4584,43.68826677,61.44876,5.383518,330.81048
30:00.0,21.590494,82.040616,1997.4772,42.76087425,59.009124,5.383698,317.68728
35:00.0,20.233532,79.480272,2286.587,48.8139023,75.054872,5.377664,403.61988
40:00.0,20.269922,75.499504,2126.216,56.12690613,80.117344,5.375769,430.69232
45:00.0,21.382682,77.302008,1690.6132,45.57443834,54.021332,5.387729,291.0523
50:00.0,19.86857,75.769296,1629.0608,45.75713275,55.581908,5.385746,299.35
55:00.0,22.899706,77.293752,1626.4164,43.43617604,54.53894,5.386655,293.78244
00:00.0,22.985806,77.068504,1622.3666,41.80842379,54.25708,5.386926,292.27886
05:00.0,23.14707,79.41836,1900.3658,40.76828178,53.958436,5.388007,290.72842
10:00.0,22.940078,77.764016,1855.6994,39.36354684,53.417448,5.388459,287.8377
15:00.0,23.65589,77.715632,1913.409,33.79481537,52.95636,5.39098,285.48664
20:00.0,22.73689,81.231936,2003.6924,38.27657778,53.743132,5.387918,289.5636
25:00.0,22.297894,82.624904,2003.7384,39.20580509,55.099944,5.385306,296.73008
30:00.0,22.045792,83.057376,2035.027,40.41184155,56.0289,5.384586,301.69242
35:00.0,22.033646,78.038624,1896.0628,42.75104153,57.908568,5.383954,311.77706
40:00.0,23.204754,74.254296,1667.2268,41.96988101,54.77484,5.387632,295.10666
45:00.0,22.96634,78.077392,1769.4064,41.94803857,56.56198,5.385919,304.63824
50:00.0,24.89317,75.856312,1844.89,48.44418327,63.735268,5.383342,343.10872
55:00.0,21.694388,75.4392,1766.973,44.14964241,56.931204,5.388034,306.74722
00:00.0,21.809808,68.956872,1780.0904,45.37752524,56.907952,5.388034,306.62194
05:00.0,22.15891,71.018544,1551.0058,46.01104464,56.014824,5.388305,301.82496
10:00.0,22.131382,68.64352,1426.729,45.4123393,54.53006,5.386575,293.73026
15:00.0,22.21524,72.205088,1646.7034,43.5055976,53.845032,5.386756,290.05002
20:00.0,21.946496,76.634088,1593.1834,42.07377811,54.10968,5.387204,291.4999
25:00.0,21.70552,69.991608,1684.4774,42.60825859,55.108948,5.387296,296.88818
30:00.0,21.019458,75.02452,1440.7228,43.56276792,55.345244,5.386484,298.11628
35:00.0,23.002986,72.515424,1513.907,41.92288953,54.578064,5.386774,293.99966
40:00.0,22.233266,76.0268,2536.9658,41.76860591,57.061828,5.383979,307.21966
45:00.0,22.677154,78.101408,2101.9748,41.04100196,55.325716,5.386774,298.0271
50:00.0,22.312228,76.917136,1769.8324,40.75498547,55.501616,5.385962,298.9296
55:00.0,22.35501,75.429776,1636.6438,40.94669813,55.352632,5.386414,298.15216
00:00.0,22.924236,73.0916,1638.3624,41.30843702,54.421112,5.386863,293.15902
05:00.0,22.90415,71.011912,1745.8096,40.2937443,53.880312,5.386863,290.24582
10:00.0,23.092386,69.673728,1551.858,39.38528116,53.409608,5.386503,287.69098
15:00.0,22.969574,73.520352,206.89626,38.15617249,53.737092,5.386234,289.44056
20:00.0,22.873512,75.651456,135.49898,37.35416739,53.096924,5.386234,285.99244
25:00.0,22.539528,77.4958,123.6257,36.49627019,53.66226,5.385782,289.01324
30:00.0,22.64861,77.370864,117.0014,35.94300133,53.671028,5.388014,289.1802
35:00.0,22.51905,75.48952,108.68584,35.35108229,53.706216,5.388014,289.36982
40:00.0,23.47337,77.714512,102.50848,30.63905344,53.408484,5.390352,287.8905
45:00.0,23.232812,79.319104,93.561016,30.03267248,53.279272,5.390266,287.18946
50:00.0,21.02772,79.92144,79.542024,29.89963986,53.134828,5.390824,286.44046
55:00.0,20.53136,81.237656,73.29916,29.5230241,53.066072,5.390464,286.05072
00:00.0,20.420026,81.511776,67.406768,29.2039004,53.076964,5.390372,286.10458
05:00.0,21.32682,83.816352,63.620476,30.87516224,52.971732,5.391436,285.59372
10:00.0,21.392184,84.2622,57.313896,30.95121908,52.808676,5.391165,284.70026
15:00.0,21.346802,84.576848,50.754204,30.11625934,53.449944,5.391525,288.1767
20:00.0,20.638388,85.45776,40.544288,29.47640475,52.456108,5.392199,282.8538
25:00.0,20.677002,84.72176,34.984656,28.17685555,52.263572,5.392019,281.80616
30:00.0,18.347974,86.79988,23.254516,27.63895547,52.213304,5.392589,281.56488
35:00.0,18.05288,88.54104,16.905456,28.51354504,52.159896,5.391149,281.20176
40:00.0,18.109958,88.297216,11.553582,26.87654276,52.017424,5.393637,280.56312
45:00.0,17.825384,87.402736,7.721489,27.03098291,52.005676,5.393186,280.47626
50:00.0,17.73664,87.539896,4.340752,26.50335091,51.938628,5.392826,280.09598
55:00.0,17.677612,87.571048,3.153954,26.29424694,51.938172,5.394767,280.1943
00:00.0,17.562388,87.10532,1.336144,26.09712193,51.905548,5.394767,280.01832
05:00.0,17.656412,85.472512,0.329445,26.07890921,48.088868,5.394135,259.39782
10:00.0,17.749394,85.044912,0.21904,26.03316107,20.3796,5.395596,109.96008
15:00.0,17.708302,85.650624,0.188065,25.91862185,7.184197,5.395508,38.762388
20:00.0,17.545334,86.212,0.439407,25.75436377,3.370964,5.394876,18.185932
25:00.0,17.481644,85.91444,0.64119,25.67958947,2.233849,5.394964,12.051532
30:00.0,17.512886,86.816672,0.076996,25.61306942,1.931078,5.396917,10.421866
35:00.0,17.4506,88.147192,0.225677,25.51613512,1.899126,5.396288,10.24823
40:00.0,17.343144,88.576104,0.47879,25.44742813,1.927996,5.395931,10.403332
45:00.0,17.321394,88.160064,0.214394,25.45184974,2.001865,5.397287,10.804642
50:00.0,17.284284,88.15084,0.062172,25.44334117,2.031712,5.397202,10.965558
55:00.0,17.245806,88.579792,0.09005,25.44900105,2.061619,5.397379,11.127338
00:00.0,17.21662,89.018856,0.291832,25.40850803,2.152195,5.396927,11.61524
05:00.0,17.190044,90.184192,0.444054,25.31596904,2.842625,5.396842,15.341196
10:00.0,17.061666,90.790552,0.335197,25.23417441,3.946549,5.3985,21.30544
15:00.0,16.963388,91.228536,0.018806,25.16772039,3.461167,5.39814,18.68386
20:00.0,16.940794,91.81404,0.171028,25.13382102,3.967026,5.398049,21.414198
25:00.0,16.920904,92.544856,0.32325,25.10761783,3.681931,5.397597,19.873578
30:00.0,16.87571,93.260768,0.473701,25.05101186,3.482742,5.397597,18.79844
35:00.0,16.78396,93.410424,0.574593,24.97127161,3.301865,5.397689,17.822438
40:00.0,16.69619,93.698808,0.825935,24.91553497,3.165024,5.397152,17.082114
45:00.0,16.718816,94.49324,0.24559,24.90455606,3.027361,5.399205,16.345344
50:00.0,16.689508,94.77156,0.043808,24.87077865,2.874926,5.398931,15.521524
55:00.0,16.603074,94.914328,0.106644,24.81674204,2.790423,5.399025,15.06556
00:00.0,16.549864,95.202856,0.157974,24.76046738,2.744005,5.398665,14.813966
05:00.0,16.488444,95.345536,0.258865,24.74203248,2.728563,5.399025,14.731582
10:00.0,16.531218,96.080344,0.460648,24.69381188,2.721331,5.398845,14.692044
15:00.0,16.50592,96.224832,0.460648,24.7113707,2.709978,5.398665,14.630264
20:00.0,16.551856,97.274144,0.09713,24.69537221,2.713944,5.399975,14.655226
25:00.0,16.524928,97.716144,0.198021,24.64497837,2.704666,5.399889,14.604896
30:00.0,16.489256,98.451784,0.155983,24.61334594,2.691239,5.399709,14.531904
35:00.0,16.448244,98.589088,0.106422,24.62263005,2.718033,5.399617,14.676338
40:00.0,16.379454,97.995784,0.357765,24.61334501,2.698471,5.399257,14.56974
45:00.0,16.367556,97.99432,0.409096,24.59177467,2.692246,5.399346,14.536364
50:00.0,16.335772,98.151392,0.509987,24.53198084,2.691239,5.399523,14.531402
55:00.0,16.297398,98.584496,0.357765,24.50861291,2.687088,5.399437,14.508762
00:00.0,16.247098,98.58152,0.610878,24.46489028,2.682968,5.399077,14.485552
05:00.0,16.211354,99.61116,0.458656,24.35975165,2.685043,5.399437,14.497724
10:00.0,16.07227,99.75164,0.559547,24.28102275,2.670578,5.399166,14.418894
15:00.0,15.979528,99.90252,0.711769,24.24109438,2.680924,5.399437,14.475478
20:00.0,16.019934,100.64168,0.096909,24.26794348,2.667647,5.400673,14.407086
25:00.0,15.977508,100.93202,0.043808,24.26698596,2.670729,5.400133,14.42229
30:00.0,15.937772,101.0809,0.055313,24.24657797,2.658369,5.400673,14.356982
35:00.0,15.91652,102.40296,0.157974,24.18288377,2.663557,5.400313,14.384042
40:00.0,15.782598,102.98274,0.257095,24.10784543,2.644941,5.400224,14.283278
45:00.0,15.764116,103.71556,0.306656,24.07070373,2.636702,5.399953,14.238066
50:00.0,15.766724,104.00434,0.359756,24.07343828,2.626387,5.400313,14.18331
55:00.0,15.768076,104.15232,0.458878,24.10708411,2.639815,5.399862,14.254632
00:00.0,15.737568,104.1494,0.611099,24.06677497,2.610914,5.399862,14.098576
05:00.0,15.69376,104.30028,0.66066,24.01963837,2.60475,5.399593,14.064588
10:00.0,15.656668,104.45286,0.611099,23.98141529,2.612959,5.399862,14.109616
15:00.0,15.637142,104.63324,0.140938,23.9703799,2.624802,5.401448,14.177732
20:00.0,15.603996,104.78318,0.041817,23.93170568,2.623795,5.401448,14.172292
25:00.0,15.568158,104.7787,0.009514,23.90010184,2.61763,5.401543,14.13924
30:00.0,15.53894,104.91506,0.159966,23.88505979,2.611435,5.401272,14.10507
35:00.0,15.53361,105.22054,0.110405,23.8551515,2.623795,5.40172,14.173002
40:00.0,15.5098,105.3761,0.262627,23.84204927,2.620712,5.401091,14.154706
45:00.0,15.505774,105.66766,0.262627,23.82539804,2.638229,5.401183,14.249558
50:00.0,15.475268,105.80808,0.464409,23.81562648,2.636185,5.401183,14.238516
55:00.0,15.45001,105.95746,0.464409,23.82147401,2.635147,5.401091,14.23267
00:00.0,15.44204,106.24988,0.464409,23.82245147,2.628952,5.401183,14.19945
05:00.0,15.428774,106.09324,0.513969,23.84153816,2.627945,5.400911,14.193296
10:00.0,15.402198,106.0992,0.414848,23.83340289,2.044113,5.40082,11.039886
15:00.0,15.412838,106.10076,0.513969,23.81928817,2.051315,5.400911,11.078972
20:00.0,15.402198,106.09178,0.616631,23.75808427,2.04512,5.40064,11.044958
25:00.0,15.383652,105.9455,0.616631,23.74457782,2.050278,5.40064,11.072812
30:00.0,15.353114,106.13954,0.56353,23.73743753,2.05336,5.400911,11.090014
35:00.0,15.358426,106.53016,0.768852,23.69033636,2.067795,5.40082,11.167786
40:00.0,15.389112,106.70294,0.203995,23.76061031,2.095982,5.401921,11.322326
45:00.0,15.386406,106.84592,0.002213,23.87382219,2.116612,5.401826,11.433568
50:00.0,15.331996,106.55402,0.253555,23.98016607,2.15366,5.402006,11.634084
55:00.0,15.308088,106.25436,0.100449,24.11256832,2.144383,5.401826,11.583582
00:00.0,15.321354,106.10964,0.047348,24.18681583,2.142338,5.401826,11.572536
05:00.0,15.326698,106.10964,0.101334,24.22680371,2.090855,5.401561,11.293878
10:00.0,15.355868,105.96184,0.154434,24.21879337,2.066105,5.401921,11.160934
15:00.0,15.35722,105.96486,0.051773,24.16117016,2.035221,5.401649,10.99355
20:00.0,15.423658,106.40642,0.101334,24.10468432,1.994999,5.401741,10.776466
25:00.0,15.371788,106.1111,0.101334,23.95595439,1.975468,5.401826,10.671132
30:00.0,15.354564,106.78932,0.150009,23.83090175,1.97855,5.401561,10.687258
35:00.0,15.337274,106.84884,0.047348,23.75142677,1.988834,5.401741,10.743168
40:00.0,15.229676,107.1405,0.101334,23.63807969,1.987797,5.401741,10.737562
45:00.0,15.168586,107.56696,0.150009,23.55658002,1.98679,5.401826,10.732292
50:00.0,15.126074,107.79366,0.002213,23.52696339,1.993961,5.401921,10.77122
55:00.0,15.227004,108.33888,0.351791,23.54638502,1.993961,5.401921,10.77122
00:00.0,15.256286,107.734,0.401352,23.60682218,1.990879,5.401741,10.754212
05:00.0,15.289478,107.7385,0.19957,23.62294135,1.979557,5.401741,10.693054
10:00.0,15.28415,107.42818,0.351791,23.63727797,1.983677,5.401289,10.714412
15:00.0,15.399686,106.31246,0.19957,23.71682249,1.987797,5.401469,10.737022
20:00.0,15.440884,105.67208,0.2509,23.7148776,1.982639,5.401469,10.709166
25:00.0,15.415656,105.21144,0.2509,23.6909478,1.969273,5.401649,10.63732
30:00.0,15.491304,104.61662,0.302231,23.78553338,1.992954,5.401469,10.76488
35:00.0,15.585546,104.1304,0.2509,23.82148366,1.972355,5.401197,10.653078
40:00.0,15.702284,102.99206,0.302231,23.87666707,1.9744,5.401109,10.663948
45:00.0,15.852142,101.95328,0.302231,23.95357685,1.971317,5.401561,10.64819
50:00.0,15.930356,101.36808,0.002213,23.9895605,1.967167,5.401289,10.625236
55:00.0,15.951562,101.2299,0.19957,23.94375775,1.95789,5.401741,10.576012
00:00.0,16.021774,100.50046,0.100449,24.12833047,1.954807,5.401469,10.55883
05:00.0,16.042996,99.920072,0.051773,24.18268849,1.9538,5.401741,10.553922
10:00.0,16.052222,99.622664,0.203995,24.14711448,1.938328,5.401649,10.470166
15:00.0,16.027106,99.331016,0.203995,24.10847117,1.926975,5.401741,10.40902
20:00.0,15.96742,98.596248,0.253555,24.07788211,1.914646,5.402097,10.343104
25:00.0,15.9661,98.457384,0.203995,24.03091678,1.932163,5.402006,10.437558
30:00.0,15.905176,97.574856,0.154434,23.95417418,1.928013,5.402006,10.415136
35:00.0,15.890554,97.20084,0.154434,23.89778533,1.939335,5.401921,10.476132
40:00.0,15.84681,96.841512,0.306656,23.87676846,1.944523,5.402097,10.504502
45:00.0,15.8893,96.393664,0.253555,23.93479665,1.944523,5.401741,10.503808
50:00.0,15.917074,95.955776,0.405777,23.96479266,1.955845,5.401921,10.565318
55:00.0,15.907816,96.247768,0.306656,23.89990201,1.934208,5.401826,10.448256
00:00.0,15.86143,96.54244,0.253555,23.8200908,1.931095,5.401741,10.431274
05:00.0,15.807076,97.132624,0.154434,23.7006504,1.928013,5.401741,10.414626
10:00.0,15.727448,97.85772,0.203995,23.56222855,1.92078,5.402006,10.376066
15:00.0,15.588188,99.043664,0.203995,23.49433849,1.934208,5.401741,10.44809
20:00.0,15.511234,99.474664,0.051773,23.48298318,1.940373,5.401561,10.48104
25:00.0,15.424914,99.763096,0.002213,23.39305104,1.936253,5.401561,10.458786
30:00.0,15.401024,100.21114,0.002213,23.38664959,1.954807,5.401469,10.55883
35:00.0,15.443524,99.906504,0.302231,23.42196343,1.9538,5.40138,10.553218
40:00.0,15.434234,99.75552,0.302231,23.40277939,1.961002,5.40138,10.59212
45:00.0,15.406368,99.902008,0.302231,23.34630457,1.964085,5.401649,10.609296
50:00.0,15.358508,100.19756,0.452683,23.29960983,1.956883,5.40138,10.569866
55:00.0,15.343516,100.65452,0.150894,23.22576257,1.964827,5.402382,10.614744
00:00.0,15.286384,100.79602,0.001328,23.1753856,1.967939,5.402745,10.632276
05:00.0,15.210674,101.22898,0.001328,23.09572669,1.977217,5.402474,10.681862
10:00.0,15.0964,101.51428,0.050888,23.00505322,1.994764,5.402202,10.77612
15:00.0,14.995374,101.95076,0.153549,22.9061302,2.044203,5.402202,11.043198
20:00.0,14.914232,102.39764,0.25267,22.82514087,2.167799,5.402114,11.710696
25:00.0,14.865008,102.98202,0.25267,22.77984276,2.526869,5.402474,13.651342
30:00.0,14.8065,103.42288,0.507553,22.77666606,1.483992,5.402022,8.016555
35:00.0,14.870354,103.01052,0.606674,22.82901247,6.372969,5.401842,34.425764
40:00.0,14.888978,101.78504,0.557114,22.89136113,19.567002,5.402114,105.70316
45:00.0,15.047482,100.9358,0.333206,23.00907941,40.29844,5.403034,217.73384
50:00.0,15.088708,100.14826,0.63765,23.07546701,51.268348,5.403123,277.00918
55:00.0,15.125944,99.624568,1.092545,23.1141538,51.284736,5.403215,277.10242
00:00.0,15.15252,99.621544,2.152786,23.10328578,51.325692,5.403123,277.31904
05:00.0,15.116654,99.915976,4.020157,23.0706579,51.418436,5.402943,277.81086
10:00.0,15.060782,100.49186,6.393753,23.35252505,51.576544,5.402855,278.66058
